"","YearWeekISO","FirstDose","FirstDoseRefused","SecondDose","UnknownDose","NumberDosesReceived","Region","Population","ReportingCountry","TargetGroup","Vaccine","Denominator"
"7958","2021-W05",187,NA,213,0,NA,"FI19",5525292,"FI","Age18_24","COM",111748
"7959","2021-W05",0,NA,0,0,NA,"FI",5525292,"FI","Age18_24","JANSS",432594
"7960","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","Age18_24","AZ",111748
"7961","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","Age18_24","JANSS",1893
"7962","2021-W05",0,NA,0,0,NA,"FI1C",5525292,"FI","Age18_24","AZ",86290
"7963","2021-W05",0,NA,0,0,NA,"FI1D",5525292,"FI","Age18_24","AZ",99532
"7964","2021-W05",3,NA,0,0,NA,"FI1D",5525292,"FI","Age18_24","MOD",99532
"7965","2021-W05",82,NA,286,0,NA,"FI1D",5525292,"FI","Age18_24","COM",99532
"7966","2021-W05",0,NA,0,0,NA,"FI",5525292,"FI","Age18_24","UNK",432594
"7967","2021-W05",9,NA,4,0,NA,"FI20",5525292,"FI","Age18_24","COM",1893
"7968","2021-W05",0,NA,0,0,NA,"FI1D",5525292,"FI","Age18_24","JANSS",99532
"7969","2021-W05",2,NA,0,0,NA,"FI1B",5525292,"FI","Age18_24","MOD",133131
"7970","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","Age18_24","AZ",1893
"7971","2021-W05",102,NA,303,0,NA,"FI1B",5525292,"FI","Age18_24","COM",133131
"7972","2021-W05",0,NA,0,0,NA,"FI1D",5525292,"FI","Age25_49","AZ",358462
"7973","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","Age25_49","MOD",414611
"7974","2021-W05",0,NA,0,0,NA,"FI1C",5525292,"FI","Age25_49","UNK",334214
"7975","2021-W05",0,NA,0,0,NA,"FI1D",5525292,"FI","Age25_49","UNK",358462
"7976","2021-W05",0,NA,0,0,NA,"FI1B",5525292,"FI","Age25_49","JANSS",611552
"7977","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","Age25_49","JANSS",9244
"7978","2021-W05",0,NA,0,0,NA,"FI1B",5525292,"FI","Age25_49","UNK",611552
"7979","2021-W05",18,NA,0,0,NA,"FI1D",5525292,"FI","Age25_49","MOD",358462
"7980","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","Age25_49","AZ",414611
"7981","2021-W05",515,NA,4071,0,NA,"FI1D",5525292,"FI","Age25_49","COM",358462
"7982","2021-W05",30,NA,0,0,NA,"FI",5525292,"FI","Age25_49","MOD",1728083
"7983","2021-W05",10,NA,0,0,NA,"FI1B",5525292,"FI","Age25_49","MOD",611552
"7984","2021-W05",678,NA,3574,0,NA,"FI1B",5525292,"FI","Age25_49","COM",611552
"7985","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","Age25_49","UNK",414611
"7986","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","Age25_49","JANSS",414611
"7987","2021-W05",0,NA,0,0,NA,"FI1C",5525292,"FI","Age25_49","AZ",334214
"7988","2021-W05",1063,NA,3303,0,NA,"FI1C",5525292,"FI","Age25_49","COM",334214
"7989","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","Age25_49","AZ",9244
"7990","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","Age25_49","MOD",9244
"7991","2021-W05",0,NA,0,0,NA,"FI",5525292,"FI","Age25_49","UNK",1728083
"7992","2021-W05",32,NA,109,0,NA,"FI20",5525292,"FI","Age25_49","COM",9244
"7993","2021-W05",0,NA,0,0,NA,"FI1D",5525292,"FI","Age25_49","JANSS",358462
"7994","2021-W05",0,NA,0,0,NA,"FI1C",5525292,"FI","Age25_49","JANSS",334214
"7995","2021-W05",0,NA,0,0,NA,"FI",5525292,"FI","Age25_49","JANSS",1728083
"7996","2021-W05",1445,NA,3465,0,NA,"FI19",5525292,"FI","Age25_49","COM",414611
"7997","2021-W05",0,NA,0,0,NA,"FI",5525292,"FI","Age25_49","AZ",1728083
"7998","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","Age25_49","UNK",9244
"7999","2021-W05",0,NA,0,0,NA,"FI1B",5525292,"FI","Age25_49","AZ",611552
"8000","2021-W05",3738,NA,14542,0,NA,"FI",5525292,"FI","Age25_49","COM",1728083
"8001","2021-W05",2,NA,0,0,NA,"FI1C",5525292,"FI","Age25_49","MOD",334214
"8002","2021-W05",0,NA,0,0,NA,"FI1D",5525292,"FI","Age50_59","UNK",167867
"8003","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","Age50_59","AZ",4158
"8004","2021-W05",0,NA,0,0,NA,"FI",5525292,"FI","Age50_59","JANSS",724665
"8005","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","Age50_59","MOD",4158
"8006","2021-W05",788,NA,1571,0,NA,"FI19",5525292,"FI","Age50_59","COM",174886
"8007","2021-W05",37,NA,46,0,NA,"FI20",5525292,"FI","Age50_59","COM",4158
"8008","2021-W05",0,NA,0,0,NA,"FI",5525292,"FI","Age50_59","AZ",724665
"8009","2021-W05",0,NA,0,0,NA,"FI1D",5525292,"FI","Age50_59","JANSS",167867
"8010","2021-W05",2,NA,0,0,NA,"FI1C",5525292,"FI","Age50_59","MOD",156381
"8011","2021-W05",683,NA,1649,0,NA,"FI1C",5525292,"FI","Age50_59","COM",156381
"8012","2021-W05",28,NA,0,0,NA,"FI1D",5525292,"FI","Age50_59","MOD",167867
"8013","2021-W05",0,NA,0,0,NA,"FI1C",5525292,"FI","Age50_59","AZ",156381
"8014","2021-W05",0,NA,0,0,NA,"FI1B",5525292,"FI","Age50_59","JANSS",221373
"8015","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","Age50_59","UNK",4158
"8016","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","Age50_59","JANSS",174886
"8017","2021-W05",0,NA,0,0,NA,"FI1B",5525292,"FI","Age50_59","AZ",221373
"8018","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","Age50_59","AZ",174886
"8019","2021-W05",310,NA,1502,0,NA,"FI1B",5525292,"FI","Age50_59","COM",221373
"8020","2021-W05",0,NA,0,0,NA,"FI1B",5525292,"FI","Age50_59","UNK",221373
"8021","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","Age50_59","UNK",174886
"8022","2021-W05",323,NA,2209,0,NA,"FI1D",5525292,"FI","Age50_59","COM",167867
"8023","2021-W05",0,NA,0,0,NA,"FI",5525292,"FI","Age50_59","UNK",724665
"8024","2021-W05",7,NA,0,0,NA,"FI1B",5525292,"FI","Age50_59","MOD",221373
"8025","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","Age50_59","MOD",174886
"8026","2021-W05",0,NA,0,0,NA,"FI1D",5525292,"FI","Age50_59","AZ",167867
"8027","2021-W05",0,NA,0,0,NA,"FI1C",5525292,"FI","Age50_59","JANSS",156381
"8028","2021-W05",37,NA,0,0,NA,"FI",5525292,"FI","Age50_59","MOD",724665
"8029","2021-W05",0,NA,0,0,NA,"FI1C",5525292,"FI","Age50_59","UNK",156381
"8030","2021-W05",2143,NA,6983,0,NA,"FI",5525292,"FI","Age50_59","COM",724665
"8031","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","Age50_59","JANSS",4158
"8032","2021-W05",0,NA,0,0,NA,"FI1B",5525292,"FI","Age60_69","UNK",181690
"8033","2021-W05",0,NA,0,0,NA,"FI1D",5525292,"FI","Age60_69","AZ",187872
"8034","2021-W05",24,NA,30,0,NA,"FI20",5525292,"FI","Age60_69","COM",3838
"8035","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","Age60_69","AZ",181300
"8036","2021-W05",448,NA,804,0,NA,"FI1C",5525292,"FI","Age60_69","COM",161879
"8037","2021-W05",0,NA,0,0,NA,"FI1C",5525292,"FI","Age60_69","UNK",161879
"8038","2021-W05",0,NA,0,0,NA,"FI",5525292,"FI","Age60_69","UNK",716579
"8039","2021-W05",0,NA,0,0,NA,"FI1C",5525292,"FI","Age60_69","MOD",161879
"8040","2021-W05",546,NA,779,0,NA,"FI19",5525292,"FI","Age60_69","COM",181300
"8041","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","Age60_69","UNK",181300
"8042","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","Age60_69","JANSS",181300
"8043","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","Age60_69","JANSS",3838
"8044","2021-W05",242,NA,1229,0,NA,"FI1D",5525292,"FI","Age60_69","COM",187872
"8045","2021-W05",0,NA,0,0,NA,"FI1D",5525292,"FI","Age60_69","JANSS",187872
"8046","2021-W05",0,NA,0,0,NA,"FI1B",5525292,"FI","Age60_69","AZ",181690
"8047","2021-W05",0,NA,0,0,NA,"FI1B",5525292,"FI","Age60_69","JANSS",181690
"8048","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","Age60_69","UNK",3838
"8049","2021-W05",0,NA,0,0,NA,"FI",5525292,"FI","Age60_69","AZ",716579
"8050","2021-W05",77,NA,0,0,NA,"FI",5525292,"FI","Age60_69","MOD",716579
"8051","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","Age60_69","MOD",181300
"8052","2021-W05",258,NA,839,0,NA,"FI1B",5525292,"FI","Age60_69","COM",181690
"8053","2021-W05",0,NA,0,0,NA,"FI1D",5525292,"FI","Age60_69","UNK",187872
"8054","2021-W05",11,NA,0,0,NA,"FI1B",5525292,"FI","Age60_69","MOD",181690
"8055","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","Age60_69","AZ",3838
"8056","2021-W05",0,NA,0,0,NA,"FI",5525292,"FI","Age60_69","JANSS",716579
"8057","2021-W05",0,NA,0,0,NA,"FI1C",5525292,"FI","Age60_69","JANSS",161879
"8058","2021-W05",0,NA,0,0,NA,"FI1C",5525292,"FI","Age60_69","AZ",161879
"8059","2021-W05",1519,NA,3686,0,NA,"FI",5525292,"FI","Age60_69","COM",716579
"8060","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","Age60_69","MOD",3838
"8061","2021-W05",66,NA,0,0,NA,"FI1D",5525292,"FI","Age60_69","MOD",187872
"8062","2021-W05",0,NA,0,0,NA,"FI1B",5525292,"FI","Age70_79","JANSS",141702
"8063","2021-W05",0,NA,0,0,NA,"FI1B",5525292,"FI","Age70_79","MOD",141702
"8064","2021-W05",1751,NA,1594,0,NA,"FI",5525292,"FI","Age70_79","COM",561908
"8065","2021-W05",451,NA,188,0,NA,"FI1C",5525292,"FI","Age70_79","COM",133383
"8066","2021-W05",0,NA,0,0,NA,"FI1B",5525292,"FI","Age70_79","AZ",141702
"8067","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","Age70_79","AZ",146937
"8068","2021-W05",0,NA,0,0,NA,"FI",5525292,"FI","Age70_79","JANSS",561908
"8069","2021-W05",0,NA,0,0,NA,"FI1D",5525292,"FI","Age70_79","UNK",136699
"8070","2021-W05",336,NA,784,0,NA,"FI1B",5525292,"FI","Age70_79","COM",141702
"8071","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","Age70_79","AZ",3187
"8072","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","Age70_79","MOD",146937
"8073","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","Age70_79","UNK",146937
"8074","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","Age70_79","UNK",3187
"8075","2021-W05",0,NA,0,0,NA,"FI1B",5525292,"FI","Age70_79","UNK",141702
"8076","2021-W05",0,NA,0,0,NA,"FI1C",5525292,"FI","Age70_79","MOD",133383
"8077","2021-W05",0,NA,0,0,NA,"FI1C",5525292,"FI","Age70_79","AZ",133383
"8078","2021-W05",0,NA,0,0,NA,"FI",5525292,"FI","Age70_79","UNK",561908
"8079","2021-W05",580,NA,335,0,NA,"FI19",5525292,"FI","Age70_79","COM",146937
"8080","2021-W05",160,NA,0,0,NA,"FI",5525292,"FI","Age70_79","MOD",561908
"8081","2021-W05",0,NA,0,0,NA,"FI",5525292,"FI","Age70_79","AZ",561908
"8082","2021-W05",0,NA,0,0,NA,"FI1D",5525292,"FI","Age70_79","AZ",136699
"8083","2021-W05",0,NA,0,0,NA,"FI1D",5525292,"FI","Age70_79","JANSS",136699
"8084","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","Age70_79","JANSS",3187
"8085","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","Age70_79","MOD",3187
"8086","2021-W05",160,NA,0,0,NA,"FI1D",5525292,"FI","Age70_79","MOD",136699
"8087","2021-W05",0,NA,0,0,NA,"FI1C",5525292,"FI","Age70_79","JANSS",133383
"8088","2021-W05",0,NA,0,0,NA,"FI1C",5525292,"FI","Age70_79","UNK",133383
"8089","2021-W05",317,NA,286,0,NA,"FI1D",5525292,"FI","Age70_79","COM",136699
"8090","2021-W05",67,NA,0,0,NA,"FI20",5525292,"FI","Age70_79","COM",3187
"8091","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","Age70_79","JANSS",146937
"8092","2021-W05",0,NA,0,0,NA,"FI",5525292,"FI","Age80+","AZ",312406
"8093","2021-W05",0,NA,0,0,NA,"FI1C",5525292,"FI","Age80+","MOD",75299
"8094","2021-W05",77,NA,0,0,NA,"FI1B",5525292,"FI","Age80+","MOD",69094
"8095","2021-W05",0,NA,0,0,NA,"FI1D",5525292,"FI","Age80+","UNK",80207
"8096","2021-W05",265,NA,0,0,NA,"FI20",5525292,"FI","Age80+","COM",1654
"8097","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","Age80+","JANSS",1654
"8098","2021-W05",0,NA,0,0,NA,"FI1D",5525292,"FI","Age80+","JANSS",80207
"8099","2021-W05",2325,NA,1120,0,NA,"FI19",5525292,"FI","Age80+","COM",86152
"8100","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","Age80+","UNK",1654
"8101","2021-W05",5316,NA,2338,0,NA,"FI1B",5525292,"FI","Age80+","COM",69094
"8102","2021-W05",460,NA,0,0,NA,"FI1D",5525292,"FI","Age80+","MOD",80207
"8103","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","Age80+","AZ",86152
"8104","2021-W05",0,NA,0,0,NA,"FI1B",5525292,"FI","Age80+","UNK",69094
"8105","2021-W05",0,NA,0,0,NA,"FI1B",5525292,"FI","Age80+","AZ",69094
"8106","2021-W05",537,NA,0,0,NA,"FI",5525292,"FI","Age80+","MOD",312406
"8107","2021-W05",0,NA,0,0,NA,"FI1D",5525292,"FI","Age80+","AZ",80207
"8108","2021-W05",2421,NA,665,0,NA,"FI1C",5525292,"FI","Age80+","COM",75299
"8109","2021-W05",0,NA,0,0,NA,"FI1C",5525292,"FI","Age80+","UNK",75299
"8110","2021-W05",0,NA,0,0,NA,"FI",5525292,"FI","Age80+","UNK",312406
"8111","2021-W05",1447,NA,817,0,NA,"FI1D",5525292,"FI","Age80+","COM",80207
"8112","2021-W05",0,NA,0,0,NA,"FI1C",5525292,"FI","Age80+","AZ",75299
"8113","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","Age80+","JANSS",86152
"8114","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","Age80+","AZ",1654
"8115","2021-W05",0,NA,0,0,NA,"FI1B",5525292,"FI","Age80+","JANSS",69094
"8116","2021-W05",11776,NA,4940,0,NA,"FI",5525292,"FI","Age80+","COM",312406
"8117","2021-W05",0,NA,0,0,NA,"FI1C",5525292,"FI","Age80+","JANSS",75299
"8118","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","Age80+","MOD",1654
"8119","2021-W05",0,NA,0,0,NA,"FI",5525292,"FI","Age80+","JANSS",312406
"8120","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","Age80+","UNK",86152
"8121","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","Age80+","MOD",86152
"8122","2021-W05",0,NA,0,0,NA,"FI1C",5525292,"FI","AgeUNK","UNK",NA
"8123","2021-W05",0,NA,0,0,NA,"FI1D",5525292,"FI","AgeUNK","COM",NA
"8124","2021-W05",0,NA,0,0,NA,"FI1B",5525292,"FI","AgeUNK","COM",NA
"8125","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","AgeUNK","COM",NA
"8126","2021-W05",0,NA,0,0,NA,"FI1C",5525292,"FI","AgeUNK","JANSS",NA
"8127","2021-W05",0,NA,0,0,NA,"FI1B",5525292,"FI","AgeUNK","AZ",NA
"8128","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","AgeUNK","JANSS",NA
"8129","2021-W05",0,NA,0,0,NA,"FI1D",5525292,"FI","AgeUNK","MOD",NA
"8130","2021-W05",0,NA,0,0,NA,"FI",5525292,"FI","AgeUNK","UNK",NA
"8131","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","AgeUNK","AZ",NA
"8132","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","AgeUNK","MOD",NA
"8133","2021-W05",0,NA,0,0,NA,"FI20",5525292,"FI","AgeUNK","UNK",NA
"8134","2021-W05",0,NA,0,0,NA,"FI1B",5525292,"FI","AgeUNK","MOD",NA
"8135","2021-W05",0,NA,0,0,NA,"FI1C",5525292,"FI","AgeUNK","MOD",NA
"8136","2021-W05",0,NA,0,0,NA,"FI",5525292,"FI","AgeUNK","JANSS",NA
"8137","2021-W05",0,NA,0,0,NA,"FI",5525292,"FI","AgeUNK","MOD",NA
"8138","2021-W05",0,NA,0,0,NA,"FI1C",5525292,"FI","AgeUNK","AZ",NA
"8139","2021-W05",0,NA,0,0,NA,"FI1D",5525292,"FI","AgeUNK","AZ",NA
"8140","2021-W05",0,NA,0,0,NA,"FI1C",5525292,"FI","AgeUNK","COM",NA
"8141","2021-W05",0,NA,0,0,NA,"FI1D",5525292,"FI","AgeUNK","UNK",NA
"8142","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","AgeUNK","AZ",NA
"8143","2021-W05",0,NA,0,0,NA,"FI1B",5525292,"FI","AgeUNK","UNK",NA
"8144","2021-W05",0,NA,0,0,NA,"FI",5525292,"FI","AgeUNK","COM",NA
"8145","2021-W05",0,NA,0,0,NA,"FI",5525292,"FI","AgeUNK","AZ",NA
"8146","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","AgeUNK","JANSS",NA
"8147","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","AgeUNK","MOD",NA
"8148","2021-W05",0,NA,0,0,NA,"FI1D",5525292,"FI","AgeUNK","JANSS",NA
"8149","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","AgeUNK","COM",NA
"8150","2021-W05",0,NA,0,0,NA,"FI19",5525292,"FI","AgeUNK","UNK",NA
"8151","2021-W05",0,NA,0,0,NA,"FI1B",5525292,"FI","AgeUNK","JANSS",NA
"8152","2021-W06",0,NA,0,0,NA,"FI19",5525292,"FI","ALL","UNK",1115634
"8153","2021-W06",1204,NA,0,0,NA,"FI19",5525292,"FI","ALL","AZ",1115634
"8154","2021-W06",0,NA,0,0,NA,"FI",5525292,"FI","ALL","JANSS",4476235
"8155","2021-W06",1513,NA,0,0,NA,"FI1B",5525292,"FI","ALL","AZ",1358542
"8156","2021-W06",790,NA,0,0,NA,"FI1C",5525292,"FI","ALL","AZ",947446
"8157","2021-W06",0,NA,0,0,NA,"FI1C",5525292,"FI","ALL","UNK",947446
"8158","2021-W06",0,NA,0,0,NA,"FI1D",5525292,"FI","ALL","JANSS",1030639
"8159","2021-W06",763,NA,0,0,NA,"FI1B",5525292,"FI","ALL","MOD",1358542
"8160","2021-W06",0,NA,0,0,NA,"FI1B",5525292,"FI","ALL","UNK",1358542
"8161","2021-W06",290,NA,0,0,NA,"FI1D",5525292,"FI","ALL","MOD",1030639
"8162","2021-W06",10032,NA,4440,0,NA,"FI1D",5525292,"FI","ALL","COM",1030639
"8163","2021-W06",215,NA,0,0,NA,"FI1C",5525292,"FI","ALL","MOD",947446
"8164","2021-W06",0,NA,0,0,NA,"FI20",5525292,"FI","ALL","MOD",23974
"8165","2021-W06",34325,NA,16230,0,47970,"FI",5525292,"FI","ALL","COM",4476235
"8166","2021-W06",0,NA,0,0,NA,"FI1D",5525292,"FI","ALL","UNK",1030639
"8167","2021-W06",0,NA,0,0,NA,"FI1B",5525292,"FI","ALL","JANSS",1358542
"8168","2021-W06",0,NA,0,0,NA,"FI20",5525292,"FI","ALL","AZ",23974
"8169","2021-W06",0,NA,0,0,NA,"FI1C",5525292,"FI","ALL","JANSS",947446
"8170","2021-W06",2,NA,0,0,NA,"FI19",5525292,"FI","ALL","MOD",1115634
"8171","2021-W06",3906,NA,1,0,26400,"FI",5525292,"FI","ALL","AZ",4476235
"8172","2021-W06",0,NA,0,0,NA,"FI",5525292,"FI","ALL","UNK",4476235
"8173","2021-W06",395,NA,1,0,NA,"FI1D",5525292,"FI","ALL","AZ",1030639
"8174","2021-W06",615,NA,249,0,NA,"FI20",5525292,"FI","ALL","COM",23974
"8175","2021-W06",0,NA,0,0,NA,"FI20",5525292,"FI","ALL","JANSS",23974
"8176","2021-W06",6835,NA,3711,0,NA,"FI1C",5525292,"FI","ALL","COM",947446
"8177","2021-W06",0,NA,0,0,NA,"FI19",5525292,"FI","ALL","JANSS",1115634
"8178","2021-W06",8407,NA,3205,0,NA,"FI1B",5525292,"FI","ALL","COM",1358542
"8179","2021-W06",8423,NA,4608,0,NA,"FI19",5525292,"FI","ALL","COM",1115634
"8180","2021-W06",0,NA,0,0,NA,"FI20",5525292,"FI","ALL","UNK",23974
"8181","2021-W06",1270,NA,0,0,12000,"FI",5525292,"FI","ALL","MOD",4476235
"8182","2021-W06",38,NA,113,0,NA,"FI1D",5525292,"FI","Age18_24","COM",99532
"8183","2021-W06",0,NA,0,0,NA,"FI1D",5525292,"FI","Age18_24","JANSS",99532
"8184","2021-W06",0,NA,0,0,NA,"FI",5525292,"FI","Age18_24","MOD",432594
"8185","2021-W06",27,NA,0,0,NA,"FI19",5525292,"FI","Age18_24","AZ",111748
"8186","2021-W06",0,NA,0,0,NA,"FI20",5525292,"FI","Age18_24","AZ",1893
"8187","2021-W06",0,NA,0,0,NA,"FI",5525292,"FI","Age18_24","JANSS",432594
"8188","2021-W06",0,NA,0,0,NA,"FI19",5525292,"FI","Age18_24","UNK",111748
"8189","2021-W06",0,NA,0,0,NA,"FI",5525292,"FI","Age18_24","UNK",432594
"8190","2021-W06",0,NA,0,0,NA,"FI1C",5525292,"FI","Age18_24","MOD",86290
"8191","2021-W06",0,NA,0,0,NA,"FI19",5525292,"FI","Age18_24","JANSS",111748
"8192","2021-W06",31,NA,131,0,NA,"FI1B",5525292,"FI","Age18_24","COM",133131
"8193","2021-W06",0,NA,0,0,NA,"FI1D",5525292,"FI","Age18_24","UNK",99532
"8194","2021-W06",0,NA,0,0,NA,"FI1C",5525292,"FI","Age18_24","JANSS",86290
"8195","2021-W06",0,NA,0,0,NA,"FI1B",5525292,"FI","Age18_24","MOD",133131
"8196","2021-W06",0,NA,0,0,NA,"FI1B",5525292,"FI","Age18_24","JANSS",133131
"8197","2021-W06",0,NA,0,0,NA,"FI20",5525292,"FI","Age18_24","UNK",1893
"8198","2021-W06",0,NA,0,0,NA,"FI1C",5525292,"FI","Age18_24","UNK",86290
"8199","2021-W06",41,NA,0,0,NA,"FI1B",5525292,"FI","Age18_24","AZ",133131
"8200","2021-W06",10,NA,0,0,NA,"FI1C",5525292,"FI","Age18_24","AZ",86290
"8201","2021-W06",169,NA,164,0,NA,"FI19",5525292,"FI","Age18_24","COM",111748
"8202","2021-W06",0,NA,0,0,NA,"FI19",5525292,"FI","Age18_24","MOD",111748
"8203","2021-W06",0,NA,0,0,NA,"FI1D",5525292,"FI","Age18_24","MOD",99532
"8204","2021-W06",0,NA,0,0,NA,"FI20",5525292,"FI","Age18_24","MOD",1893
"8205","2021-W06",375,NA,595,0,NA,"FI",5525292,"FI","Age18_24","COM",432594
"8206","2021-W06",0,NA,0,0,NA,"FI1B",5525292,"FI","Age18_24","UNK",133131
"8207","2021-W06",24,NA,0,0,NA,"FI1D",5525292,"FI","Age18_24","AZ",99532
"8208","2021-W06",137,NA,184,0,NA,"FI1C",5525292,"FI","Age18_24","COM",86290
"8209","2021-W06",0,NA,3,0,NA,"FI20",5525292,"FI","Age18_24","COM",1893
"8210","2021-W06",0,NA,0,0,NA,"FI20",5525292,"FI","Age18_24","JANSS",1893
"8211","2021-W06",105,NA,0,0,NA,"FI",5525292,"FI","Age18_24","AZ",432594
"8212","2021-W06",0,NA,0,0,NA,"FI1B",5525292,"FI","Age25_49","UNK",611552
"8213","2021-W06",11,NA,0,0,NA,"FI",5525292,"FI","Age25_49","MOD",1728083
"8214","2021-W06",1079,NA,0,0,NA,"FI",5525292,"FI","Age25_49","AZ",1728083
"8215","2021-W06",0,NA,0,0,NA,"FI",5525292,"FI","Age25_49","JANSS",1728083
"8216","2021-W06",10,NA,0,0,NA,"FI1B",5525292,"FI","Age25_49","MOD",611552
"8217","2021-W06",2535,NA,5744,0,NA,"FI",5525292,"FI","Age25_49","COM",1728083
"8218","2021-W06",0,NA,0,0,NA,"FI19",5525292,"FI","Age25_49","JANSS",414611
"8219","2021-W06",1,NA,0,0,NA,"FI1D",5525292,"FI","Age25_49","MOD",358462
"8220","2021-W06",0,NA,0,0,NA,"FI1D",5525292,"FI","Age25_49","UNK",358462
"8221","2021-W06",1092,NA,1909,0,NA,"FI19",5525292,"FI","Age25_49","COM",414611
"8222","2021-W06",0,NA,0,0,NA,"FI1B",5525292,"FI","Age25_49","JANSS",611552
"8223","2021-W06",0,NA,0,0,NA,"FI20",5525292,"FI","Age25_49","UNK",9244
"8224","2021-W06",0,NA,0,0,NA,"FI1C",5525292,"FI","Age25_49","JANSS",334214
"8225","2021-W06",0,NA,0,0,NA,"FI20",5525292,"FI","Age25_49","JANSS",9244
"8226","2021-W06",0,NA,0,0,NA,"FI20",5525292,"FI","Age25_49","MOD",9244
"8227","2021-W06",0,NA,0,0,NA,"FI1C",5525292,"FI","Age25_49","UNK",334214
"8228","2021-W06",184,NA,0,0,NA,"FI1D",5525292,"FI","Age25_49","AZ",358462
"8229","2021-W06",0,NA,0,0,NA,"FI1C",5525292,"FI","Age25_49","MOD",334214
"8230","2021-W06",207,NA,0,0,NA,"FI1C",5525292,"FI","Age25_49","AZ",334214
"8231","2021-W06",132,NA,0,0,NA,"FI19",5525292,"FI","Age25_49","AZ",414611
"8232","2021-W06",6,NA,23,0,NA,"FI20",5525292,"FI","Age25_49","COM",9244
"8233","2021-W06",0,NA,0,0,NA,"FI19",5525292,"FI","Age25_49","MOD",414611
"8234","2021-W06",310,NA,1251,0,NA,"FI1D",5525292,"FI","Age25_49","COM",358462
"8235","2021-W06",0,NA,0,0,NA,"FI1D",5525292,"FI","Age25_49","JANSS",358462
"8236","2021-W06",556,NA,0,0,NA,"FI1B",5525292,"FI","Age25_49","AZ",611552
"8237","2021-W06",0,NA,0,0,NA,"FI",5525292,"FI","Age25_49","UNK",1728083
"8238","2021-W06",811,NA,1710,0,NA,"FI1C",5525292,"FI","Age25_49","COM",334214
"8239","2021-W06",0,NA,0,0,NA,"FI20",5525292,"FI","Age25_49","AZ",9244
"8240","2021-W06",311,NA,838,0,NA,"FI1B",5525292,"FI","Age25_49","COM",611552
"8241","2021-W06",0,NA,0,0,NA,"FI19",5525292,"FI","Age25_49","UNK",414611
"8242","2021-W06",0,NA,0,0,NA,"FI1C",5525292,"FI","Age50_59","JANSS",156381
"8243","2021-W06",5,NA,0,0,NA,"FI1D",5525292,"FI","Age50_59","MOD",167867
"8244","2021-W06",221,NA,0,0,NA,"FI1B",5525292,"FI","Age50_59","AZ",221373
